budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
30000000, Comedy Drama,,16232, baseball sport,en,Mr. 3000,"Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",2.850896,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-15,21800302,104.0,Released,Big league. Big mouth. Big time.,Mr. 3000,5.0,66
30000000, Romance Drama Thriller Crime,http://www.thenextthreedaysmovie.com/index.html,43539, evence passport argument countyjail fingerprints appeal escapeartist,en,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",34.421696,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-11-18,51148651,133.0,Released,What if you had 72 hours to save everything you live for?,The Next Three Days,6.9,905
30000000, ScienceFiction Action Thriller,http://www.sonypictures.com/movies/ultraviolet/,9920, skyscraper vampire victim dystopia boy doctor violence onewomanarmy hemophagia stamina totalitarian antigen cure strength biologicalwarfare labtechnician rooftopfight gravity lightsensitivity,en,Ultraviolet,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",15.89534,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-03,31070211,87.0,Released,The blood war is on.,Ultraviolet,4.8,458
30000000, Thriller,,8978, drugabuse mexicanstandoff junkie prisoncell snowstorm transportofprisoners dyinganddeath molotowcocktail newyearsday remake deception survival shootout policecorruption brutality poweroutage violence silencer machinegun nightvisiongoggles explodingbus detroitmichigan,en,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",18.706504,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2005-01-19,35294470,109.0,Released,Unite and fight.,Assault on Precinct 13,6.0,311
30000000, Action Drama Crime Thriller,,11702, usa china assaultrifle sniper chinatown drugdealer hitman funeral conscientiousobjector revenge ontherun fugitive onemanarmy sunglasses druglord silencer uzi policera contractkiller replacement,en,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",9.607391,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-02-06,19204929,87.0,Released,Kill or be replaced.,The Replacement Killers,6.0,127
25000000, Action Comedy Thriller,,18550, hacker undercoveragent mafia chaingang fugitive floppydisk,en,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",2.77255,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-07-19,17193231,98.0,Released,See how they run.,Fled,5.2,47
30000000, Drama Comedy Romance,http://www.loveandotherdrugsthemovie.com/,43347, malenudity femalenudity letter love viagra sexualfreedom freespirit,en,Love & Other Drugs,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",20.236951,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-22,102820008,112.0,Released,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,6.6,1233
30000000, Crime Mystery Thriller,,3489, fbi professor ladiesman medicalexaminer serialkiller lecture,en,88 Minutes,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",16.883429,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-02-14,16930884,108.0,Released,He has 88 minutes to solve a murder. His own.,88 Minutes,5.7,313
35000000, Drama,http://northcountrymovie.warnerbros.com/,9701, rape secret minnesota witness miner insult court lawsuit love lesbian battle case woman womandirector landmark harrassment legal,en,North Country,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",12.779201,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-12,25224242,126.0,Released,All She Wanted Was To Make A Living. Instead She Made History.,North Country,6.8,125
40000000, Comedy Thriller Crime,,2122, hitman,en,The Whole Ten Yards,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",14.729386,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-07,26155781,98.0,Released,"They missed each other. This time, their aim is better.",The Whole Ten Yards,5.5,278
26000000, Horror Thriller ScienceFiction,http://www.splicethefilm.com/,37707, dna genetics genemanipulation geneticengineering biologicalexperiment,en,Splice,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",23.227877,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-06,0,104.0,Released,Science's newest miracle...is a mistake.,Splice,5.5,671
37000000, Comedy Fantasy ScienceFiction,,10658, duck physicist extraterrestrial anthropomorphism alieninvasion alternativereality,en,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,11.374306,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-08-01,37962774,110.0,Released,You will believe that a duck can talk.,Howard the Duck,5.1,221
30000000, Thriller Crime Drama,http://www.prideandglorymovie.com/,13150, megacity brotherinlaw police,en,Pride and Glory,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",10.703602,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-09-09,31148328,130.0,Released,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,Pride and Glory,6.3,240
30000000, Action Adventure Horror Thriller,,9042, fall burnedalive violence diver swimwear,en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",10.756266,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-25,15007991,97.0,Released,There are places man was never meant to go.,The Cave,5.1,202
30000000, Comedy Romance,http://alexandemmamovie.warnerbros.com/,17813, gambling sex casino basedonnovel vandalism lie kiss love disappearance writer death fortune,en,Alex & Emma,"Writer Alex Sheldon (Luke Wilson) must finish his novel within a month. If he doesn't, he won't get paid. And, if that happens, angry Mafia types to whom he owes money will come looking for him. In order to expedite things, Alex hires typist Emma Dinsmore (Kate Hudson) and begins dictating his novel. The book is about a doomed love affair between a character similar to Alex and a character named Polina Delacroix (Sophie Marceau). But, as Alex falls for Emma, his work takes a different turn.",4.352422,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-06-16,15368897,96.0,Released,Is it love... or are they just imagining things?,Alex & Emma,5.0,68
